"filename", "language", "Swift", "XML", "YAML", "Dart", "CMake", "C++", "JSON", "comment", "blank", "total"
"e:\new\bekam\lib\presentation\widgets\register\signup\signup_password_text_field.dart", "Dart", 0, 0, 0, 22, 0, 0, 0, 8, 3, 33
"e:\new\bekam\lib\presentation\widgets\registeration\login_form.dart", "Dart", 0, 0, 0, -132, 0, 0, 0, -16, -11, -159
"e:\new\bekam\lib\presentation\widgets\registeration\sign_up_form.dart", "Dart", 0, 0, 0, -305, 0, 0, 0, -25, -16, -346
"e:\new\bekam\lib\presentation\widgets\registeration\text_field.dart", "Dart", 0, 0, 0, -119, 0, 0, 0, -12, -6, -137
"e:\new\bekam\lib\presentation\widgets\search\custom_background.dart", "Dart", 0, 0, 0, -85, 0, 0, 0, -5, -12, -102
"e:\new\bekam\lib\presentation\widgets\search\product_widget.dart", "Dart", 0, 0, 0, -97, 0, 0, 0, -2, -5, -104
"e:\new\bekam\lib\select_cheap.dart", "Dart", 0, 0, 0, 58, 0, 0, 0, 22, 13, 93
"e:\new\bekam\lib\trial.dart", "Dart", 0, 0, 0, 64, 0, 0, 0, 12, 7, 83
"e:\new\bekam\linux\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, -4, 0, 0, 0, -4
"e:\new\bekam\linux\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, -1, 0, 0, 0, 0, -1
"e:\new\bekam\macos\Flutter\GeneratedPluginRegistrant.swift", "Swift", 2, 0, 0, 0, 0, 0, 0, 0, 0, 2
"e:\new\bekam\pubspec.yaml", "YAML", 0, 0, 1, 0, 0, 0, 0, -25, 0, -24
"e:\new\bekam\web\manifest.json", "JSON", 0, 0, 0, 0, 0, 0, 0, 0, -1, -1
"e:\new\bekam\windows\flutter\generated_plugin_registrant.cc", "C++", 0, 0, 0, 0, 0, 3, 0, 0, 0, 3
"e:\new\bekam\windows\flutter\generated_plugins.cmake", "CMake", 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
"Total", "-", 2, 40, 1, 4439, 0, -1, 3846, 1303, 959, 10589
